3656.1	3316.1
3656.1	3216.1
3656.1	3116.1
3656.1	3016.1
3656.1	2916.1
3656.1	3316.1
3656.1	3216.1
3656.1	3116.1
3656.1	3016.1
3656.1	2916.1
3656.1	3316.1
3656.1	3216.1
3656.1	3116.1
3656.1	3016.1
3656.1	2916.1
3656.1	3316.1
3656.1	3216.1
3656.1	3116.1
3656.1	3016.1
3656.1	2916.1
3656.1	2816.1
3656.1	2716.1
3656.1	2616.1
3656.1	2516.1
3656.1	2416.1
3656.1	2316.1
3656.1	2216.1
3656.1	2116.1
3656.1	2016.1
3656.1	1916.1
3656.1	1816.1
3656.1	1716.1
3656.1	1616.1
3656.1	1516.1
3656.1	1416.1
3656.1	3316.1
3656.1	3216.1
3656.1	3116.1
3656.1	3016.1
3656.1	2916.1
3656.1	2816.1
3656.1	2716.1
3656.1	2616.1
3656.1	2516.1
3656.1	2416.1
3656.1	2316.1
3656.1	2216.1
3656.1	2116.1
3656.1	2016.1
3656.1	1916.1
3656.1	1816.1
3656.1	1716.1
3656.1	1616.1
3656.1	1516.1
3656.1	1416.1
3656.1	1316.1
3656.1	3306.1
3656.1	3206.1
3656.1	3106.1
3656.1	3006.1
3656.1	2906.1
3656.1	3306.1
3656.1	3206.1
3656.1	3106.1
3656.1	3006.1
3656.1	2906.1
3656.1	3306.1
3656.1	3206.1
3656.1	3106.1
3656.1	3006.1
3656.1	2906.1
3656.1	3306.1
3656.1	3206.1
3656.1	3106.1
3656.1	3006.1
3656.1	2906.1
3656.1	2806.1
3656.1	2706.1
3656.1	2606.1
3656.1	2506.1
3656.1	2406.1
3656.1	2306.1
3656.1	2206.1
3656.1	2106.1
3656.1	2006.1
3656.1	1906.1
3656.1	1806.1
3656.1	1706.1
3656.1	1606.1
3656.1	1506.1
3656.1	1406.1
3656.1	3306.1
3656.1	3206.1
3656.1	3106.1
3656.1	3006.1
3656.1	2906.1
3656.1	2806.1
3656.1	2706.1
3656.1	2606.1
3656.1	2506.1
3656.1	2406.1
3656.1	2306.1
3656.1	2206.1
3656.1	2106.1
3656.1	2006.1
3656.1	1906.1
3656.1	1806.1
3656.1	1706.1
3656.1	1606.1
3656.1	1506.1
3656.1	1406.1
3656.1	1306.1
3656.1	3296.1
3656.1	3196.1
3656.1	3096.1
3656.1	2996.1
3656.1	2896.1
3656.1	3296.1
3656.1	3196.1
3656.1	3096.1
3656.1	2996.1
3656.1	2896.1
3656.1	3296.1
3656.1	3196.1
3656.1	3096.1
3656.1	2996.1
3656.1	2896.1
3656.1	3296.1
3656.1	3196.1
3656.1	3096.1
3656.1	2996.1
3656.1	2896.1
3656.1	2796.1
3656.1	2696.1
3656.1	2596.1
3656.1	2496.1
3656.1	2396.1
3656.1	2296.1
3656.1	2196.1
3656.1	2096.1
3656.1	1996.1
3656.1	1896.1
3656.1	1796.1
3656.1	1696.1
3656.1	1596.1
3656.1	1496.1
3656.1	1396.1
3656.1	3296.1
3656.1	3196.1
3656.1	3096.1
3656.1	2996.1
3656.1	2896.1
3656.1	2796.1
3656.1	2696.1
3656.1	2596.1
3656.1	2496.1
3656.1	2396.1
3656.1	2296.1
3656.1	2196.1
3656.1	2096.1
3656.1	1996.1
3656.1	1896.1
3656.1	1796.1
3656.1	1696.1
3656.1	1596.1
3656.1	1496.1
3656.1	1396.1
3656.1	1296.1
3656.1	3286.1
3656.1	3186.1
3656.1	3086.1
3656.1	2986.1
3656.1	2886.1
3656.1	3286.1
3656.1	3186.1
3656.1	3086.1
3656.1	2986.1
3656.1	2886.1
3656.1	3286.1
3656.1	3186.1
3656.1	3086.1
3656.1	2986.1
3656.1	2886.1
3656.1	3286.1
3656.1	3186.1
3656.1	3086.1
3656.1	2986.1
3656.1	2886.1
3656.1	2786.1
3656.1	2686.1
3656.1	2586.1
3656.1	2486.1
3656.1	2386.1
3656.1	2286.1
3656.1	2186.1
3656.1	2086.1
3656.1	1986.1
3656.1	1886.1
3656.1	1786.1
3656.1	1686.1
3656.1	1586.1
3656.1	1486.1
3656.1	1386.1
3656.1	3286.1
3656.1	3186.1
3656.1	3086.1
3656.1	2986.1
3656.1	2886.1
3656.1	2786.1
